Timestamp,id,type,X,Y
2014-6-06 23:00:22,1607208,movement,50,83
2014-6-06 23:00:22,847619,movement,57,31
2014-6-06 23:00:22,1228908,movement,90,79
2014-6-06 23:00:23,1703818,movement,57,32
2014-6-06 23:00:23,198823,movement,90,79
2014-6-06 23:00:23,1533712,movement,88,49
2014-6-06 23:00:23,467470,movement,90,79
2014-6-06 23:00:23,263011,movement,88,49
2014-6-06 23:00:23,1540524,movement,57,32
2014-6-06 23:00:23,1048262,movement,23,54
2014-6-06 23:00:23,483295,movement,88,49
2014-6-06 23:00:24,997940,movement,23,53
2014-6-06 23:00:24,984199,movement,23,54
2014-6-06 23:00:28,1217836,movement,89,78
2014-6-06 23:00:28,1228908,movement,89,79
2014-6-06 23:00:29,1477437,movement,68,61
2014-6-06 23:00:29,425099,movement,70,61
2014-6-06 23:00:29,813316,movement,69,61
2014-6-06 23:00:29,467470,movement,89,79
2014-6-06 23:00:29,1280868,movement,51,84
2014-6-06 23:00:29,1467932,movement,51,84
2014-6-06 23:00:29,198823,movement,89,78
2014-6-06 23:00:29,490718,movement,51,83
2014-6-06 23:00:30,847619,movement,56,31
2014-6-06 23:00:30,903264,movement,56,31
2014-6-06 23:00:30,1763638,movement,51,83
2014-6-06 23:00:30,1607208,movement,51,83
2014-6-06 23:00:30,267010,movement,89,50
2014-6-06 23:00:30,1048262,movement,22,53
2014-6-06 23:00:31,263011,movement,89,50
2014-6-06 23:00:31,1703818,movement,56,31
2014-6-06 23:00:31,483295,movement,89,50
2014-6-06 23:00:31,1540524,movement,56,31
2014-6-06 23:00:31,997940,movement,22,52
2014-6-06 23:00:31,984199,movement,22,53
2014-6-06 23:00:31,1533712,movement,89,50
2014-6-06 23:00:34,1217836,movement,88,79
2014-6-06 23:00:34,1228908,movement,88,80
2014-6-06 23:00:35,1133935,movement,57,79
2014-6-06 23:00:35,426427,movement,58,79
2014-6-06 23:00:35,1332962,movement,57,79
2014-6-06 23:00:35,1323375,movement,57,79
2014-6-06 23:00:35,1690335,movement,57,79
2014-6-06 23:00:35,280592,movement,58,79
2014-6-06 23:00:35,1488905,movement,58,79
2014-6-06 23:00:35,1945731,movement,57,79
2014-6-06 23:00:35,1062596,movement,58,79
2014-6-06 23:00:35,1527872,movement,58,79
2014-6-06 23:00:35,1223224,movement,58,79
2014-6-06 23:00:35,507501,movement,57,79
2014-6-06 23:00:35,148043,movement,58,79
2014-6-06 23:00:35,1419751,movement,57,79
2014-6-06 23:00:35,1778371,movement,57,79
2014-6-06 23:00:35,1333640,movement,57,79
2014-6-06 23:00:35,1743471,movement,57,79
2014-6-06 23:00:35,923097,movement,57,79
2014-6-06 23:00:35,1578455,movement,57,79
2014-6-06 23:00:35,1935883,movement,57,79
2014-6-06 23:00:35,538702,movement,57,79
2014-6-06 23:00:35,467470,movement,88,80
2014-6-06 23:00:35,802526,movement,57,79
2014-6-06 23:00:35,1267964,movement,58,79
2014-6-06 23:00:35,206661,movement,57,79
2014-6-06 23:00:35,1260667,movement,57,79
2014-6-06 23:00:35,544838,movement,58,79
2014-6-06 23:00:35,821572,movement,58,79
2014-6-06 23:00:35,198823,movement,88,79
2014-6-06 23:00:35,658416,movement,57,79
2014-6-06 23:00:35,1878687,movement,57,79
2014-6-06 23:00:36,572089,movement,58,79
2014-6-06 23:00:36,1180901,movement,58,79
2014-6-06 23:00:36,996760,movement,57,79
2014-6-06 23:00:36,848941,movement,57,79
2014-6-06 23:00:36,1589400,movement,57,79
2014-6-06 23:00:36,1552214,movement,57,79
2014-6-06 23:00:36,1393239,movement,58,79
2014-6-06 23:00:37,813316,movement,69,60
2014-6-06 23:00:37,1048262,movement,21,52
2014-6-06 23:00:37,490718,movement,52,84
2014-6-06 23:00:37,1477437,movement,69,60
2014-6-06 23:00:37,1467932,movement,52,84
2014-6-06 23:00:37,425099,movement,69,60
2014-6-06 23:00:37,1280868,movement,52,85
2014-6-06 23:00:38,267010,movement,88,51
2014-6-06 23:00:38,1607208,movement,52,84
2014-6-06 23:00:38,1763638,movement,52,84
2014-6-06 23:00:38,997940,movement,21,52
2014-6-06 23:00:38,903264,movement,55,30
2014-6-06 23:00:38,847619,movement,55,30
2014-6-06 23:00:38,984199,movement,21,52
2014-6-06 23:00:39,263011,movement,89,51
2014-6-06 23:00:39,483295,movement,89,51
2014-6-06 23:00:39,1533712,movement,88,51
2014-6-06 23:00:39,1540524,movement,55,30
2014-6-06 23:00:39,1703818,movement,55,31
2014-6-06 23:00:40,1217836,movement,87,80
2014-6-06 23:00:40,1228908,movement,87,79
2014-6-06 23:00:41,198823,movement,87,79
2014-6-06 23:00:41,467470,movement,87,79
2014-6-06 23:00:43,1267964,movement,58,78
2014-6-06 23:00:43,280592,movement,58,78
2014-6-06 23:00:43,1323375,movement,58,78
2014-6-06 23:00:43,1945731,movement,58,78
2014-6-06 23:00:43,1260667,movement,57,78
2014-6-06 23:00:43,206661,movement,58,78
2014-6-06 23:00:43,1062596,movement,58,78
2014-6-06 23:00:43,1578455,movement,58,78
2014-6-06 23:00:43,148043,movement,59,78
2014-6-06 23:00:43,1133935,movement,58,78
2014-6-06 23:00:43,1935883,movement,58,78
2014-6-06 23:00:43,1878687,movement,57,78
2014-6-06 23:00:43,923097,movement,58,78
2014-6-06 23:00:43,1333640,movement,57,78
2014-6-06 23:00:43,1690335,movement,57,78
2014-6-06 23:00:43,538702,movement,58,78
2014-6-06 23:00:43,1778371,movement,58,78
2014-6-06 23:00:43,544838,movement,59,78
2014-6-06 23:00:43,658416,movement,58,78
2014-6-06 23:00:43,1743471,movement,57,78
2014-6-06 23:00:43,821572,movement,58,78
2014-6-06 23:00:43,1488905,movement,57,78
2014-6-06 23:00:43,1223224,movement,59,78
2014-6-06 23:00:43,802526,movement,57,78
2014-6-06 23:00:43,1419751,movement,58,78
2014-6-06 23:00:43,426427,movement,59,78
2014-6-06 23:00:43,1527872,movement,59,78
2014-6-06 23:00:43,1332962,movement,58,78
2014-6-06 23:00:43,507501,movement,57,78
2014-6-06 23:00:44,996760,movement,57,78
2014-6-06 23:00:44,1180901,movement,59,78
2014-6-06 23:00:44,1589400,movement,58,78
2014-6-06 23:00:44,848941,movement,57,78
2014-6-06 23:00:44,1393239,movement,58,78
2014-6-06 23:00:44,572089,movement,57,78
2014-6-06 23:00:44,1552214,movement,57,78
2014-6-06 23:00:44,1048262,movement,20,51
2014-6-06 23:00:45,1280868,movement,53,86
2014-6-06 23:00:45,1467932,movement,53,85
2014-6-06 23:00:45,984199,movement,20,51
2014-6-06 23:00:45,425099,movement,69,59
2014-6-06 23:00:45,813316,movement,69,59
2014-6-06 23:00:45,997940,movement,20,51
2014-6-06 23:00:45,1477437,movement,68,59
2014-6-06 23:00:45,490718,movement,53,85
2014-6-06 23:00:46,1607208,movement,53,85
2014-6-06 23:00:46,903264,movement,54,30
2014-6-06 23:00:46,1228908,movement,86,80
2014-6-06 23:00:46,267010,movement,88,52
2014-6-06 23:00:46,1763638,movement,53,85
2014-6-06 23:00:46,847619,movement,54,31
2014-6-06 23:00:46,1217836,movement,86,80
2014-6-06 23:00:47,1703818,movement,54,31
2014-6-06 23:00:47,1533712,movement,88,52
2014-6-06 23:00:47,263011,movement,88,52
2014-6-06 23:00:47,1540524,movement,54,30
2014-6-06 23:00:47,198823,movement,86,80
2014-6-06 23:00:47,467470,movement,86,80
2014-6-06 23:00:47,483295,movement,88,52
2014-6-06 23:00:51,148043,movement,58,77
2014-6-06 23:00:51,507501,movement,58,77
2014-6-06 23:00:51,1332962,movement,58,77
2014-6-06 23:00:51,1223224,movement,58,77
2014-6-06 23:00:51,1062596,movement,58,77
2014-6-06 23:00:51,802526,movement,57,77
2014-6-06 23:00:51,1690335,movement,58,77
2014-6-06 23:00:51,1323375,movement,58,77
2014-6-06 23:00:51,206661,movement,57,77
2014-6-06 23:00:51,1945731,movement,58,77
2014-6-06 23:00:51,923097,movement,57,77
2014-6-06 23:00:51,1333640,movement,57,77
2014-6-06 23:00:51,1878687,movement,57,77
2014-6-06 23:00:51,821572,movement,57,77
2014-6-06 23:00:51,1778371,movement,58,77
2014-6-06 23:00:51,544838,movement,58,77
2014-6-06 23:00:51,1527872,movement,58,77
2014-6-06 23:00:51,426427,movement,58,77
2014-6-06 23:00:51,1133935,movement,57,77
2014-6-06 23:00:51,658416,movement,57,77
2014-6-06 23:00:51,1743471,movement,57,77
2014-6-06 23:00:51,538702,movement,58,77
2014-6-06 23:00:51,1048262,movement,19,50
2014-6-06 23:00:51,1267964,movement,58,77
2014-6-06 23:00:51,1578455,movement,58,77
2014-6-06 23:00:51,1935883,movement,58,77
2014-6-06 23:00:51,280592,movement,57,77
2014-6-06 23:00:51,1260667,movement,58,77
2014-6-06 23:00:51,1419751,movement,58,77
2014-6-06 23:00:51,1488905,movement,57,77
2014-6-06 23:00:52,1217836,movement,85,80
2014-6-06 23:00:52,848941,movement,57,77
2014-6-06 23:00:52,1393239,movement,57,77
2014-6-06 23:00:52,996760,movement,58,77
2014-6-06 23:00:52,1589400,movement,58,77
2014-6-06 23:00:52,997940,movement,19,51
2014-6-06 23:00:52,1180901,movement,58,77
2014-6-06 23:00:52,1552214,movement,57,77
2014-6-06 23:00:52,572089,movement,57,77
2014-6-06 23:00:52,984199,movement,19,50
2014-6-06 23:00:52,1228908,movement,85,80
2014-6-06 23:00:53,1280868,movement,54,85
2014-6-06 23:00:53,1477437,movement,69,58
2014-6-06 23:00:53,467470,movement,85,80
2014-6-06 23:00:53,425099,movement,68,58
2014-6-06 23:00:53,1467932,movement,54,85
2014-6-06 23:00:53,813316,movement,68,58
2014-6-06 23:00:53,490718,movement,54,85
2014-6-06 23:00:53,198823,movement,85,80
2014-6-06 23:00:54,267010,movement,87,53
2014-6-06 23:00:54,847619,movement,53,30
2014-6-06 23:00:54,903264,movement,53,30
2014-6-06 23:00:54,1607208,movement,54,85
2014-6-06 23:00:54,1763638,movement,54,86
2014-6-06 23:00:55,1533712,movement,87,53
2014-6-06 23:00:55,263011,movement,87,53
2014-6-06 23:00:55,1703818,movement,53,30
2014-6-06 23:00:55,483295,movement,87,53
2014-6-06 23:00:55,1540524,movement,53,30
2014-6-06 23:00:58,1228908,movement,84,79
2014-6-06 23:00:58,1217836,movement,84,79
2014-6-06 23:00:58,1048262,movement,18,49
2014-6-06 23:00:59,1945731,movement,57,76
2014-6-06 23:00:59,1333640,movement,57,76
2014-6-06 23:00:59,821572,movement,57,76
2014-6-06 23:00:59,1419751,movement,58,76
2014-6-06 23:00:59,198823,movement,84,79
2014-6-06 23:00:59,544838,movement,58,76
2014-6-06 23:00:59,1527872,movement,58,76
2014-6-06 23:00:59,997940,movement,18,50
2014-6-06 23:00:59,1133935,movement,58,76
2014-6-06 23:00:59,1778371,movement,58,76
2014-6-06 23:00:59,467470,movement,84,79
2014-6-06 23:00:59,1488905,movement,57,76
2014-6-06 23:00:59,1578455,movement,57,76
2014-6-06 23:00:59,206661,movement,57,76
2014-6-06 23:00:59,538702,movement,58,76
2014-6-06 23:00:59,1332962,movement,58,76
2014-6-06 23:00:59,1260667,movement,58,76
2014-6-06 23:00:59,923097,movement,57,76
2014-6-06 23:00:59,658416,movement,57,76
2014-6-06 23:00:59,1223224,movement,57,76
2014-6-06 23:00:59,280592,movement,57,76
2014-6-06 23:00:59,802526,movement,57,76
2014-6-06 23:00:59,426427,movement,58,76
2014-6-06 23:00:59,1935883,movement,58,76
2014-6-06 23:00:59,1690335,movement,57,76
2014-6-06 23:00:59,507501,movement,58,76
2014-6-06 23:00:59,1878687,movement,57,76
2014-6-06 23:00:59,1743471,movement,57,76
2014-6-06 23:00:59,148043,movement,57,76
2014-6-06 23:00:59,1323375,movement,57,76
2014-6-06 23:00:59,1062596,movement,57,76
2014-6-06 23:00:59,984199,movement,18,50
2014-6-06 23:00:59,1267964,movement,58,76
2014-6-06 23:01:00,1589400,movement,58,76
2014-6-06 23:01:00,1117855,movement,57,63
2014-6-06 23:01:00,572089,movement,58,76
2014-6-06 23:01:00,848941,movement,57,76
2014-6-06 23:01:00,996760,movement,57,76
2014-6-06 23:01:00,1552214,movement,58,76
2014-6-06 23:01:00,1180901,movement,57,76
2014-6-06 23:01:00,1393239,movement,58,76
2014-6-06 23:01:00,1513766,movement,57,63
2014-6-06 23:01:01,1477437,movement,68,57
2014-6-06 23:01:01,490718,movement,55,86
2014-6-06 23:01:01,425099,movement,69,57
2014-6-06 23:01:01,1280868,movement,55,86
2014-6-06 23:01:01,248437,movement,58,63
2014-6-06 23:01:01,1143814,movement,58,63
2014-6-06 23:01:01,1467932,movement,55,86
2014-6-06 23:01:01,813316,movement,68,57
2014-6-06 23:01:02,1607208,movement,55,86
2014-6-06 23:01:02,903264,movement,52,29
2014-6-06 23:01:02,847619,movement,52,29
2014-6-06 23:01:02,267010,movement,86,54
2014-6-06 23:01:02,1763638,movement,55,87
2014-6-06 23:01:03,483295,movement,86,54
2014-6-06 23:01:03,1533712,movement,86,54
2014-6-06 23:01:03,263011,movement,86,54
2014-6-06 23:01:03,1703818,movement,52,29
2014-6-06 23:01:03,1540524,movement,52,29
2014-6-06 23:01:04,1228908,movement,83,79
2014-6-06 23:01:04,1217836,movement,83,78
2014-6-06 23:01:05,467470,movement,83,79
2014-6-06 23:01:05,1048262,movement,17,49
2014-6-06 23:01:05,198823,movement,83,78
2014-6-06 23:01:06,1117855,movement,57,62
2014-6-06 23:01:06,997940,movement,17,49
2014-6-06 23:01:06,1513766,movement,58,62
2014-6-06 23:01:06,984199,movement,17,50
2014-6-06 23:01:07,1945731,movement,58,75
2014-6-06 23:01:07,544838,movement,57,75
2014-6-06 23:01:07,1143814,movement,58,62
2014-6-06 23:01:07,1267964,movement,58,75
2014-6-06 23:01:07,148043,movement,57,75
2014-6-06 23:01:07,280592,movement,57,75
2014-6-06 23:01:07,1778371,movement,57,75
2014-6-06 23:01:07,1527872,movement,58,75
2014-6-06 23:01:07,206661,movement,58,75
2014-6-06 23:01:07,802526,movement,57,75
2014-6-06 23:01:07,1743471,movement,58,75
2014-6-06 23:01:07,1062596,movement,57,75
2014-6-06 23:01:07,1323375,movement,58,75
2014-6-06 23:01:07,658416,movement,58,75
2014-6-06 23:01:07,507501,movement,57,75
2014-6-06 23:01:07,1690335,movement,58,75
2014-6-06 23:01:07,1578455,movement,58,75
2014-6-06 23:01:07,1133935,movement,58,75
2014-6-06 23:01:07,426427,movement,57,75
2014-6-06 23:01:07,1935883,movement,57,75
2014-6-06 23:01:07,1488905,movement,57,75
2014-6-06 23:01:07,248437,movement,57,62
2014-6-06 23:01:07,1332962,movement,58,75
2014-6-06 23:01:07,1333640,movement,57,75
2014-6-06 23:01:07,1878687,movement,58,75
2014-6-06 23:01:07,821572,movement,57,75
2014-6-06 23:01:07,923097,movement,58,75
2014-6-06 23:01:07,1223224,movement,58,75
2014-6-06 23:01:07,1260667,movement,57,75
2014-6-06 23:01:07,1419751,movement,57,75
2014-6-06 23:01:07,538702,movement,57,75
2014-6-06 23:01:08,1589400,movement,58,75
2014-6-06 23:01:08,1180901,movement,57,75
2014-6-06 23:01:08,572089,movement,57,75
2014-6-06 23:01:08,848941,movement,58,75
2014-6-06 23:01:08,1393239,movement,58,75
2014-6-06 23:01:08,1552214,movement,57,75
2014-6-06 23:01:08,996760,movement,57,75
2014-6-06 23:01:09,813316,movement,68,56
2014-6-06 23:01:09,1477437,movement,68,56
2014-6-06 23:01:09,425099,movement,68,56
2014-6-06 23:01:09,490718,movement,56,86
2014-6-06 23:01:09,1280868,movement,56,86
2014-6-06 23:01:09,1467932,movement,56,86
2014-6-06 23:01:10,1228908,movement,82,78
2014-6-06 23:01:10,1217836,movement,82,79
2014-6-06 23:01:10,903264,movement,51,29
2014-6-06 23:01:10,847619,movement,51,29
2014-6-06 23:01:10,1607208,movement,56,86
2014-6-06 23:01:10,1763638,movement,56,86
2014-6-06 23:01:10,267010,movement,85,55
2014-6-06 23:01:11,263011,movement,85,55
2014-6-06 23:01:11,483295,movement,85,55
2014-6-06 23:01:11,1533712,movement,85,55
2014-6-06 23:01:11,1540524,movement,51,28
2014-6-06 23:01:11,198823,movement,82,79
2014-6-06 23:01:11,1703818,movement,51,28
2014-6-06 23:01:11,467470,movement,82,79
2014-6-06 23:01:12,1513766,movement,58,61
2014-6-06 23:01:12,98371,movement,75,60
2014-6-06 23:01:12,1117855,movement,57,61
2014-6-06 23:01:12,1435805,movement,75,61
2014-6-06 23:01:12,1773283,movement,75,60
2014-6-06 23:01:12,32672,movement,75,60
2014-6-06 23:01:12,1048262,movement,16,49
2014-6-06 23:01:12,977669,movement,75,61
2014-6-06 23:01:12,125303,movement,75,60
2014-6-06 23:01:13,534277,movement,75,60
2014-6-06 23:01:13,912895,movement,75,61
2014-6-06 23:01:13,218279,movement,75,60
2014-6-06 23:01:13,1494697,movement,75,61
2014-6-06 23:01:13,997940,movement,16,49
2014-6-06 23:01:13,1127694,movement,75,61
2014-6-06 23:01:13,1093721,movement,75,60
2014-6-06 23:01:13,1304658,movement,75,61
2014-6-06 23:01:13,1932220,movement,75,61
2014-6-06 23:01:13,1284436,movement,75,61
2014-6-06 23:01:13,1836075,movement,75,60
2014-6-06 23:01:13,986021,movement,75,61
2014-6-06 23:01:13,804851,movement,75,61
2014-6-06 23:01:13,984199,movement,16,49
2014-6-06 23:01:13,1739364,movement,75,61
2014-6-06 23:01:13,248437,movement,57,61
2014-6-06 23:01:13,1042280,movement,75,60
2014-6-06 23:01:13,1837146,movement,75,60
2014-6-06 23:01:13,1143814,movement,57,61
2014-6-06 23:01:13,1262713,movement,75,61
2014-6-06 23:01:13,393354,movement,75,61
2014-6-06 23:01:13,1578523,movement,75,61
2014-6-06 23:01:13,538957,movement,75,60
2014-6-06 23:01:13,300315,movement,75,60
2014-6-06 23:01:13,1497676,movement,75,60
2014-6-06 23:01:13,173102,movement,75,60
2014-6-06 23:01:13,868659,movement,75,60
2014-6-06 23:01:13,209832,movement,75,61
2014-6-06 23:01:13,1172390,movement,75,60
2014-6-06 23:01:13,203445,movement,75,60
2014-6-06 23:01:13,1901680,movement,75,61
2014-6-06 23:01:13,1860181,movement,75,61
2014-6-06 23:01:13,1919714,movement,75,61
2014-6-06 23:01:13,750143,movement,75,60
2014-6-06 23:01:13,1745223,movement,75,60
2014-6-06 23:01:13,764255,movement,75,61
2014-6-06 23:01:13,140461,movement,75,61
2014-6-06 23:01:13,1684033,movement,75,60
2014-6-06 23:01:13,682629,movement,75,60
2014-6-06 23:01:13,190992,movement,75,60
2014-6-06 23:01:13,401428,movement,75,61
2014-6-06 23:01:15,1935883,movement,57,74
2014-6-06 23:01:15,1133935,movement,57,74
2014-6-06 23:01:15,802526,movement,57,74
2014-6-06 23:01:15,1488905,movement,57,74
2014-6-06 23:01:15,1690335,movement,57,74
2014-6-06 23:01:15,658416,movement,57,74
2014-6-06 23:01:15,821572,movement,57,74
2014-6-06 23:01:15,923097,movement,58,74
2014-6-06 23:01:15,280592,movement,57,74
2014-6-06 23:01:15,1062596,movement,58,74
2014-6-06 23:01:15,1578455,movement,58,74
2014-6-06 23:01:15,206661,movement,57,74
2014-6-06 23:01:15,148043,movement,58,74
2014-6-06 23:01:15,544838,movement,57,74
2014-6-06 23:01:15,1332962,movement,58,74
2014-6-06 23:01:15,1323375,movement,58,74
2014-6-06 23:01:15,1945731,movement,57,74
2014-6-06 23:01:15,1333640,movement,57,74
2014-6-06 23:01:15,1527872,movement,57,74
2014-6-06 23:01:15,1267964,movement,58,74
2014-6-06 23:01:15,538702,movement,57,74
2014-6-06 23:01:15,1260667,movement,57,74
2014-6-06 23:01:15,507501,movement,57,74
2014-6-06 23:01:15,426427,movement,58,74
2014-6-06 23:01:15,1419751,movement,58,74
2014-6-06 23:01:15,1743471,movement,58,74
2014-6-06 23:01:15,1223224,movement,58,74
2014-6-06 23:01:15,1778371,movement,57,74
2014-6-06 23:01:15,1878687,movement,58,74
2014-6-06 23:01:16,848941,movement,57,74
2014-6-06 23:01:16,1217836,movement,81,78
2014-6-06 23:01:16,1552214,movement,58,74
2014-6-06 23:01:16,1393239,movement,57,74
2014-6-06 23:01:16,996760,movement,58,74
2014-6-06 23:01:16,1589400,movement,58,74
2014-6-06 23:01:16,1180901,movement,57,74
2014-6-06 23:01:16,1228908,movement,81,77
2014-6-06 23:01:16,572089,movement,57,74
2014-6-06 23:01:16,984199,check-in,16,49
2014-6-06 23:01:16,1048262,check-in,16,49
2014-6-06 23:01:16,997940,check-in,16,49
2014-6-06 23:01:17,490718,movement,57,85
2014-6-06 23:01:17,425099,movement,67,55
2014-6-06 23:01:17,1477437,movement,67,55
2014-6-06 23:01:17,467470,movement,81,78
2014-6-06 23:01:17,198823,movement,81,79
2014-6-06 23:01:17,1280868,movement,57,85
2014-6-06 23:01:17,1467932,movement,57,85
2014-6-06 23:01:17,813316,movement,67,55
2014-6-06 23:01:18,1607208,movement,57,85
2014-6-06 23:01:18,847619,movement,50,28
2014-6-06 23:01:18,1117855,movement,58,60
2014-6-06 23:01:18,1513766,movement,58,60
2014-6-06 23:01:18,903264,movement,50,28
2014-6-06 23:01:18,1763638,movement,57,85
2014-6-06 23:01:18,267010,movement,84,56
2014-6-06 23:01:19,483295,movement,84,56
2014-6-06 23:01:19,263011,movement,84,56
2014-6-06 23:01:19,1703818,movement,50,29
2014-6-06 23:01:19,1540524,movement,50,28
2014-6-06 23:01:19,1143814,movement,58,60
2014-6-06 23:01:19,1533712,movement,84,56
2014-6-06 23:01:19,248437,movement,58,60
2014-6-06 23:01:20,125303,movement,74,61
2014-6-06 23:01:20,32672,movement,74,60
2014-6-06 23:01:20,977669,movement,74,60
2014-6-06 23:01:20,1435805,movement,74,60
2014-6-06 23:01:20,98371,movement,74,60
2014-6-06 23:01:20,1773283,movement,74,60
2014-6-06 23:01:21,986021,movement,74,60
2014-6-06 23:01:21,1172390,movement,74,61
2014-6-06 23:01:21,868659,movement,74,61
2014-6-06 23:01:21,1262713,movement,74,60
2014-6-06 23:01:21,1836075,movement,74,61
2014-6-06 23:01:21,1932220,movement,74,61
2014-6-06 23:01:21,1497676,movement,74,61
2014-6-06 23:01:21,804851,movement,74,61
2014-6-06 23:01:21,190992,movement,74,60
2014-6-06 23:01:21,1739364,movement,74,60
2014-6-06 23:01:21,1860181,movement,74,60
2014-6-06 23:01:21,209832,movement,74,60
2014-6-06 23:01:21,538957,movement,74,61
2014-6-06 23:01:21,1494697,movement,74,61
2014-6-06 23:01:21,1684033,movement,74,61
2014-6-06 23:01:21,1745223,movement,74,60
2014-6-06 23:01:21,1042280,movement,74,60
2014-6-06 23:01:21,682629,movement,74,60
2014-6-06 23:01:21,1093721,movement,74,61
2014-6-06 23:01:21,1901680,movement,74,60
2014-6-06 23:01:21,1127694,movement,74,60
2014-6-06 23:01:21,1578523,movement,74,61
2014-6-06 23:01:21,173102,movement,74,60
2014-6-06 23:01:21,393354,movement,74,61
2014-6-06 23:01:21,203445,movement,74,60
2014-6-06 23:01:21,140461,movement,74,61
2014-6-06 23:01:21,1837146,movement,74,61
2014-6-06 23:01:21,534277,movement,74,60
2014-6-06 23:01:21,750143,movement,74,61
2014-6-06 23:01:21,1284436,movement,74,61
2014-6-06 23:01:21,300315,movement,74,60
2014-6-06 23:01:21,764255,movement,74,60
2014-6-06 23:01:21,912895,movement,74,60
2014-6-06 23:01:21,401428,movement,74,60
2014-6-06 23:01:21,218279,movement,74,61
2014-6-06 23:01:21,1919714,movement,74,60
2014-6-06 23:01:21,1304658,movement,74,60
2014-6-06 23:01:22,1228908,movement,80,78
2014-6-06 23:01:22,1217836,movement,80,78
2014-6-06 23:01:23,1133935,movement,57,73
2014-6-06 23:01:23,1488905,movement,58,73
2014-6-06 23:01:23,1935883,movement,58,73
2014-6-06 23:01:23,148043,movement,57,73
2014-6-06 23:01:23,1778371,movement,58,73
2014-6-06 23:01:23,426427,movement,58,73
2014-6-06 23:01:23,467470,movement,80,79
2014-6-06 23:01:23,1419751,movement,58,73
2014-6-06 23:01:23,544838,movement,57,73
2014-6-06 23:01:23,507501,movement,58,73
2014-6-06 23:01:23,1527872,movement,58,73
2014-6-06 23:01:23,206661,movement,57,73
2014-6-06 23:01:23,1945731,movement,57,73
2014-6-06 23:01:23,821572,movement,57,73
2014-6-06 23:01:23,538702,movement,58,73
2014-6-06 23:01:23,1267964,movement,57,73
2014-6-06 23:01:23,923097,movement,58,73
2014-6-06 23:01:23,802526,movement,58,73
2014-6-06 23:01:23,280592,movement,57,73
2014-6-06 23:01:23,1323375,movement,57,73
2014-6-06 23:01:23,1223224,movement,58,73
2014-6-06 23:01:23,1062596,movement,58,73
2014-6-06 23:01:23,1260667,movement,57,73
2014-6-06 23:01:23,1332962,movement,58,73
2014-6-06 23:01:23,1878687,movement,58,73
2014-6-06 23:01:23,658416,movement,57,73
2014-6-06 23:01:23,1743471,movement,58,73
2014-6-06 23:01:23,198823,movement,80,78
2014-6-06 23:01:23,1690335,movement,58,73
2014-6-06 23:01:23,1333640,movement,58,73
2014-6-06 23:01:23,1578455,movement,58,73
2014-6-06 23:01:24,1589400,movement,57,73
2014-6-06 23:01:24,1513766,movement,57,59
